reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,pubmlst_id,resolution
3000,SAMN04868031,810,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
4000,SAMN04868111,656,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39217,10k
4000,SAMN04868082,648,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
4000,SAMN04868025,647,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
4000,SAMN06167287,647,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
4000,SAMN04868085,646,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
5000,SAMN04868082,560,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
5000,SAMEA1990017,559,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
5000,SAMN04868111,559,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39217,10k
5000,SAMN07168784,557,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
5000,SAMN04868025,555,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
6000,SAMN04868082,484,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
6000,SAMEA1990017,483,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
6000,SAMEA1991716,480,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
6000,SAMEA3181017,478,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
6000,SAMN04868025,478,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
7000,SAMEA1990017,419,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
7000,SAMN04868025,417,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
7000,SAMN04868147,417,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
7000,SAMEA1967769,416,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
7000,SAMEA1972803,416,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
8000,SAMN04868082,382,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
8000,SAMN04868025,381,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39217,10k
8000,SAMEA1463732,380,ST8,MRSA,PVL+,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,39217,10k
8000,SAMEA1485146,379,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
8000,SAMEA1972803,378,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39217,10k
1000,SAMN04868130,1450,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,39218,10k
1000,SAMEA4031884,1449,ST254,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,39218,10k
1000,SAMN04868134,1448,ST8,MRSA,PVL+,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,39218,10k
1000,SAMN02865127,1447,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
1000,SAMN04868196,1447,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
2000,SAMN04868196,1047,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
2000,SAMN02865127,1041,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
2000,SAMN04868156,1037,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39218,10k
2000,SAMN04875154,1037,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,R,R,R,S,S,39218,10k
2000,SAMEA1990017,1035,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
3000,SAMN04875154,786,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,R,R,R,S,S,39218,10k
3000,SAMN04868111,777,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39218,10k
3000,SAMN04868196,776,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
3000,SAMN05728374,775,ST8,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,R,S,39218,10k
3000,SAMN06167287,775,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
4000,SAMN04875154,629,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,R,R,R,S,S,39218,10k
4000,SAMN04868111,625,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39218,10k
4000,SAMN08040121,621,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
4000,SAMN04868025,620,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
4000,SAMN04868101,620,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
5000,SAMN04868147,530,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
5000,SAMEA1990017,529,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
5000,SAMEA1709208,527,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,R,R,S,R,R,R,S,39218,10k
5000,SAMN04868025,527,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
5000,SAMN04875154,527,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,R,R,R,S,S,39218,10k
6000,SAMN04868147,459,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
6000,SAMEA1709208,456,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,R,R,S,R,R,R,S,39218,10k
6000,SAMEA1990017,455,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
6000,SAMEA4368782,455,ST254,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,39218,10k
6000,SAMN04875154,454,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,R,R,R,S,S,39218,10k
7000,SAMN04868147,402,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
7000,SAMEA3283620,399,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39218,10k
7000,SAMN04868154,399,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
7000,SAMN04868305,399,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
7000,SAMEA1990017,397,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
8000,SAMN04868147,368,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
8000,SAMN04868025,366,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39218,10k
8000,SAMN04868305,366,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39218,10k
8000,SAMEA1317407,365,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,R,R,R,R,S,39218,10k
8000,SAMEA3283620,365,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39218,10k
1000,SAMEA1462733,1438,ST239,MRSA,PVL-,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
1000,SAMEA1462761,1434,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
1000,SAMEA1030629,1428,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
1000,SAMEA1030723,1428,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
1000,SAMEA1030634,1425,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
2000,SAMEA104325260,1021,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
2000,SAMEA1462798,1020,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
2000,SAMEA1030611,1018,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
2000,SAMEA1963921,1015,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
2000,SAMEA1030634,1013,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
3000,SAMEA3212914,779,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
3000,SAMEA104325260,771,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
3000,SAMEA2080416,771,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
3000,SAMEA1963921,767,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
3000,SAMEA958859,766,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
4000,SAMEA3212914,622,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
4000,SAMEA1522565,620,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,R,R,R,R,R,S,39219,10k
4000,SAMEA3212922,620,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,R,R,R,R,R,S,39219,10k
4000,SAMEA2080810,617,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
4000,SAMEA3212945,617,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
5000,SAMEA1963921,531,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
5000,SAMEA3212922,530,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,R,R,R,R,R,S,39219,10k
5000,SAMEA1565128,528,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,R,R,R,R,R,S,39219,10k
5000,SAMEA2080810,528,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
5000,SAMEA2080814,528,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,R,R,R,R,R,R,S,39219,10k
6000,SAMEA1963921,464,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
6000,SAMEA3212922,460,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,R,R,R,R,R,S,39219,10k
6000,SAMEA2078551,459,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
6000,SAMEA2081577,459,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
6000,SAMEA1564906,457,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,R,R,R,R,R,S,39219,10k
7000,SAMEA1963921,410,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
7000,SAMEA1967537,407,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
7000,SAMEA1565128,406,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,R,R,R,R,R,S,39219,10k
7000,SAMEA1462689,404,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39219,10k
7000,SAMEA2078551,404,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
8000,SAMEA1963921,374,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
8000,SAMEA1967537,371,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
8000,SAMEA2081577,370,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
8000,SAMEA1564906,369,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,R,R,R,R,R,S,39219,10k
8000,SAMEA2080246,369,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39219,10k
1000,SAMEA104093783,1424,ST398,MRSA,PVL-,SCCmec-V,R,S,S,S,R,S,S,R,R,R,R,S,39220,10k
1000,SAMEA104093610,1420,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,R,S,39220,10k
1000,SAMEA104093611,1412,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,S,S,39220,10k
1000,SAMEA104093622,1409,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,39220,10k
1000,SAMEA3716919,1409,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,39220,10k
2000,SAMEA4504120,994,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39220,10k
2000,SAMEA94288168,994,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,S,S,39220,10k
2000,SAMEA4393663,980,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39220,10k
2000,SAMEA2742989,979,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,R,S,39220,10k
2000,SAMEA3717142,977,ST398,MRSA,PVL-,SCCmec-II,R,R,S,S,R,S,R,R,R,R,R,R,39220,10k
3000,SAMEA104093634,750,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,S,S,39220,10k
3000,SAMEA94288168,746,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,S,S,39220,10k
3000,SAMEA2742989,745,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,R,S,39220,10k
3000,SAMEA36583168,745,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39220,10k
3000,SAMN03359306,745,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39220,10k
4000,SAMEA104093591,611,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39220,10k
4000,SAMEA94347418,611,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39220,10k
4000,SAMEA104093622,610,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,39220,10k
4000,SAMN03359354,609,ST398,MRSA,PVL-,SCCmec-II,R,S,S,S,R,S,S,S,R,R,R,S,39220,10k
4000,SAMN03359514,609,ST398,MRSA,PVL-,SCCmec-II,R,S,S,S,R,S,S,S,R,R,R,S,39220,10k
5000,SAMEA3717154,527,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,39220,10k
5000,SAMEA104093595,526,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,S,S,39220,10k
5000,SAMEA36550168,525,ST398,MRSA,PVL+,SCCmec-V,R,S,S,S,S,S,S,S,R,R,R,S,39220,10k
5000,SAMN03359286,525,ST398,MRSA,PVL+,SCCmec-V,R,S,S,S,S,S,S,S,R,R,R,S,39220,10k
5000,SAMEA2744139,524,ST398,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,39220,10k
6000,SAMEA104093595,456,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,S,S,39220,10k
6000,SAMEA94265668,452,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,39220,10k
6000,SAMEA36550168,451,ST398,MRSA,PVL+,SCCmec-V,R,S,S,S,S,S,S,S,R,R,R,S,39220,10k
6000,SAMN03359286,451,ST398,MRSA,PVL+,SCCmec-V,R,S,S,S,S,S,S,S,R,R,R,S,39220,10k
6000,SAMN03359354,451,ST398,MRSA,PVL-,SCCmec-II,R,S,S,S,R,S,S,S,R,R,R,S,39220,10k
7000,SAMEA104093595,401,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,S,S,39220,10k
7000,SAMEA104093626,401,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,39220,10k
7000,SAMEA104093795,400,ST398,MRSA,PVL-,SCCmec-V,R,S,S,S,R,S,S,R,R,R,R,S,39220,10k
7000,SAMEA94265668,397,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,39220,10k
7000,SAMEA104093625,395,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,39220,10k
8000,SAMEA104093595,370,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,S,S,39220,10k
8000,SAMEA104093626,369,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,39220,10k
8000,SAMEA2743757,367,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,R,S,R,R,R,S,39220,10k
8000,SAMEA104093627,364,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,39220,10k
8000,SAMEA104093795,364,ST398,MRSA,PVL-,SCCmec-V,R,S,S,S,R,S,S,R,R,R,R,S,39220,10k
1000,SAMEA2743789,1417,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
1000,SAMEA103891565,1400,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,R,S,R,S,R,R,R,S,39349,10k
1000,SAMEA2384353,1399,ST105,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
1000,SAMEA3923872,1398,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,S,S,S,S,R,R,R,S,39349,10k
1000,SAMEA4546956,1395,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,R,S,S,S,R,R,R,S,39349,10k
2000,SAMEA2742951,1036,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
2000,SAMEA3717850,1036,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
2000,SAMEA103891565,1034,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,R,S,R,S,R,R,R,S,39349,10k
2000,SAMEA2384353,1033,ST105,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
2000,SAMEA4546956,1029,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,R,S,S,S,R,R,R,S,39349,10k
3000,SAMEA3717850,792,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
3000,SAMEA2228865,783,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
3000,SAMEA2742951,782,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
3000,SAMEA103891565,778,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,R,S,R,S,R,R,R,S,39349,10k
3000,SAMEA4547720,777,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,39349,10k
4000,SAMEA3717850,652,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
4000,SAMEA2228865,636,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
4000,SAMEA103891524,633,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
4000,SAMEA2384884,633,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
4000,SAMEA2742951,629,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
5000,SAMEA3717850,567,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
5000,SAMEA103891524,557,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
5000,SAMEA103891393,550,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,S,S,S,S,R,R,R,S,39349,10k
5000,SAMEA2228865,550,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
5000,SAMEA2384884,550,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
6000,SAMEA103891524,478,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
6000,SAMEA3717850,476,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
6000,SAMEA70231168,476,ST105,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,R,39349,10k
6000,SAMEA103891454,474,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
6000,SAMEA3401100,473,ST1178,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,39349,10k
7000,SAMEA3717850,419,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
7000,SAMEA103891524,418,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
7000,SAMEA70231168,416,ST105,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,R,39349,10k
7000,SAMEA103891467,414,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
7000,SAMEA103891565,414,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,R,S,R,S,R,R,R,S,39349,10k
8000,SAMEA3717850,385,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
8000,SAMEA103891467,381,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
8000,SAMEA103891524,381,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39349,10k
8000,SAMEA103891565,380,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,R,S,R,S,R,R,R,S,39349,10k
8000,SAMEA1572500,379,ST5,MRSA,PVL+,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,39349,10k
1000,SAMN04868111,1422,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39649,10k
1000,SAMN04505186,1420,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
1000,SAMEA4081493,1419,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
1000,SAMN02865127,1418,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
1000,SAMEA103891529,1416,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
2000,SAMEA70093918,1039,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39649,10k
2000,SAMN04875154,1034,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,R,R,R,S,S,39649,10k
2000,SAMN04868079,1032,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
2000,SAMN04868196,1032,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39649,10k
2000,SAMN02854573,1031,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
3000,SAMN04875154,801,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,R,R,R,S,S,39649,10k
3000,SAMN04868111,787,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39649,10k
3000,SAMN04868031,784,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39649,10k
3000,SAMN04868082,784,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
3000,SAMN04868085,784,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39649,10k
4000,SAMN04875154,640,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,R,R,R,S,S,39649,10k
4000,SAMN04868111,636,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39649,10k
4000,SAMN04868025,632,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39649,10k
4000,SAMN04868082,632,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
4000,SAMN04868085,630,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,39649,10k
5000,SAMN04868082,547,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
5000,SAMN04875154,545,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,R,R,R,S,S,39649,10k
5000,SAMN04868154,542,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
5000,SAMEA103891224,541,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39649,10k
5000,SAMEA1990017,541,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,39649,10k
